"Choice","Indicator","Function","Value","Group","Community","Research.Question","Calculation"
"Prefer_not_to_answer","Q9_3_Do_you_have_access_to_credit_from_any_of_the_following_sources_whenver_you_needed_extra_cash_to_conduct_business","percentage","2.53","Financial ability and Finance","C4126","RQ4","count and percentage"
"Borrowing_from_friends_and_family_in_this_community","Q9_3_Do_you_have_access_to_credit_from_any_of_the_following_sources_whenver_you_needed_extra_cash_to_conduct_business","counts","35","Financial ability and Finance","C4140","RQ4","count and percentage"
"Borrowing_from_friends_and_family_in_this_community","Q9_3_Do_you_have_access_to_credit_from_any_of_the_following_sources_whenver_you_needed_extra_cash_to_conduct_business","percentage","59.32","Financial ability and Finance","C4140","RQ4","count and percentage"
"Borrowing_from_friends_and_family_outside_this_community","Q9_3_Do_you_have_access_to_credit_from_any_of_the_following_sources_whenver_you_needed_extra_cash_to_conduct_business","counts","2","Financial ability and Finance","C4140","RQ4","count and percentage"
"Borrowing_from_friends_and_family_outside_this_community","Q9_3_Do_you_have_access_to_credit_from_any_of_the_following_sources_whenver_you_needed_extra_cash_to_conduct_business","percentage","3.39","Financial ability and Finance","C4140","RQ4","count and percentage"
"Credit_from_wholesalers","Q9_3_Do_you_have_access_to_credit_from_any_of_the_following_sources_whenver_you_needed_extra_cash_to_conduct_business","counts","36","Financial ability and Finance","C4140","RQ4","count and percentage"
"Credit_from_wholesalers","Q9_3_Do_you_have_access_to_credit_from_any_of_the_following_sources_whenver_you_needed_extra_cash_to_conduct_business","percentage","61.02","Financial ability and Finance","C4140","RQ4","count and percentage"
"None","Q9_3_Do_you_have_access_to_credit_from_any_of_the_following_sources_whenver_you_needed_extra_cash_to_conduct_business","counts","8","Financial ability and Finance","C4140","RQ4","count and percentage"
"None","Q9_3_Do_you_have_access_to_credit_from_any_of_the_following_sources_whenver_you_needed_extra_cash_to_conduct_business","percentage","13.56","Financial ability and Finance","C4140","RQ4","count and percentage"
"consumers_low_purchasing_power_due_to_inflation","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","67","Financial ability and Finance","C3871","RQ4","count and percentage"
"consumers_low_purchasing_power_due_to_inflation","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","56.78","Financial ability and Finance","C3871","RQ4","count and percentage"
"Limited_capital","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","63","Financial ability and Finance","C3871","RQ4","count and percentage"
"Limited_capital","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","53.39","Financial ability and Finance","C3871","RQ4","count and percentage"
"None","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","36","Financial ability and Finance","C3871","RQ4","count and percentage"
"None","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","30.51","Financial ability and Finance","C3871","RQ4","count and percentage"
"other","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","1","Financial ability and Finance","C3871","RQ4","count and percentage"
"other","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","0.85","Financial ability and Finance","C3871","RQ4","count and percentage"
"Prefer_not_to_answer","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","3","Financial ability and Finance","C3871","RQ4","count and percentage"
"Prefer_not_to_answer","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","2.54","Financial ability and Finance","C3871","RQ4","count and percentage"
"consumers_low_purchasing_power_due_to_inflation","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","10","Financial ability and Finance","C3947","RQ4","count and percentage"
"consumers_low_purchasing_power_due_to_inflation","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","10.2","Financial ability and Finance","C3947","RQ4","count and percentage"
"Limited_capital","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","11","Financial ability and Finance","C3947","RQ4","count and percentage"
"Limited_capital","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","11.22","Financial ability and Finance","C3947","RQ4","count and percentage"
"None","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","81","Financial ability and Finance","C3947","RQ4","count and percentage"
"None","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","82.65","Financial ability and Finance","C3947","RQ4","count and percentage"
"consumers_low_purchasing_power_due_to_inflation","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","9","Financial ability and Finance","C4121","RQ4","count and percentage"
"consumers_low_purchasing_power_due_to_inflation","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","16.07","Financial ability and Finance","C4121","RQ4","count and percentage"
"Limited_capital","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","21","Financial ability and Finance","C4121","RQ4","count and percentage"
"Limited_capital","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","37.5","Financial ability and Finance","C4121","RQ4","count and percentage"
"None","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","29","Financial ability and Finance","C4121","RQ4","count and percentage"
"None","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","51.79","Financial ability and Finance","C4121","RQ4","count and percentage"
"Prefer_not_to_answer","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","1","Financial ability and Finance","C4121","RQ4","count and percentage"
"Prefer_not_to_answer","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","1.79","Financial ability and Finance","C4121","RQ4","count and percentage"
"consumers_low_purchasing_power_due_to_inflation","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","43","Financial ability and Finance","C4126","RQ4","count and percentage"
"consumers_low_purchasing_power_due_to_inflation","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","54.43","Financial ability and Finance","C4126","RQ4","count and percentage"
"Limited_capital","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","13","Financial ability and Finance","C4126","RQ4","count and percentage"
"Limited_capital","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","16.46","Financial ability and Finance","C4126","RQ4","count and percentage"
"None","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","28","Financial ability and Finance","C4126","RQ4","count and percentage"
"None","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","35.44","Financial ability and Finance","C4126","RQ4","count and percentage"
"Prefer_not_to_answer","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","2","Financial ability and Finance","C4126","RQ4","count and percentage"
"Prefer_not_to_answer","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","2.53","Financial ability and Finance","C4126","RQ4","count and percentage"
"consumers_low_purchasing_power_due_to_inflation","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","19","Financial ability and Finance","C4140","RQ4","count and percentage"
"consumers_low_purchasing_power_due_to_inflation","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","32.2","Financial ability and Finance","C4140","RQ4","count and percentage"
"Limited_capital","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","7","Financial ability and Finance","C4140","RQ4","count and percentage"
"Limited_capital","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","11.86","Financial ability and Finance","C4140","RQ4","count and percentage"
"None","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","counts","37","Financial ability and Finance","C4140","RQ4","count and percentage"
"None","Q9_4_Did_you_face_any_financing_challenges_in_the_past_6_months","percentage","62.71","Financial ability and Finance","C4140","RQ4","count and percentage"
"a1_week","Q8_1_Considering_your_customers_current_demand_for_food_items_how_long_would_your_current_food_stocks_last","counts","137","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a1_week","Q8_1_Considering_your_customers_current_demand_for_food_items_how_long_would_your_current_food_stocks_last","percentage","33.41","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Between_1_and_2_weeks","Q8_1_Considering_your_customers_current_demand_for_food_items_how_long_would_your_current_food_stocks_last","counts","170","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Between_1_and_2_weeks","Q8_1_Considering_your_customers_current_demand_for_food_items_how_long_would_your_current_food_stocks_last","percentage","41.46","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Between_2_and_3_weeks","Q8_1_Considering_your_customers_current_demand_for_food_items_how_long_would_your_current_food_stocks_last","counts","66","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Between_2_and_3_weeks","Q8_1_Considering_your_customers_current_demand_for_food_items_how_long_would_your_current_food_stocks_last","percentage","16.1","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Between_3_and_4_weeks","Q8_1_Considering_your_customers_current_demand_for_food_items_how_long_would_your_current_food_stocks_last","counts","30","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Between_3_and_4_weeks","Q8_1_Considering_your_customers_current_demand_for_food_items_how_long_would_your_current_food_stocks_last","percentage","7.32","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"dont_know","Q8_1_Considering_your_customers_current_demand_for_food_items_how_long_would_your_current_food_stocks_last","counts","7","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"dont_know","Q8_1_Considering_your_customers_current_demand_for_food_items_how_long_would_your_current_food_stocks_last","percentage","1.71","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","162","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","39.51","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Between_1_and_2_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","64","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Between_1_and_2_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","15.61","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Between_2_and_3_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","17","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Between_2_and_3_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","4.15","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Between_3_and_4_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","1","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Between_3_and_4_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","0.24","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"dont_know","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","8","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"dont_know","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","1.95","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Less_than_1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","158","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Less_than_1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","38.54","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"no","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","counts","10","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"no","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","percentage","2.44","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"yes","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","counts","400","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"yes","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","percentage","97.56","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_another_community_in_this_sub_district","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","15","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_another_community_in_this_sub_district","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","4.98","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","42","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","13.95","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_another_sub_district_in_this_district","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","32","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_another_sub_district_in_this_district","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","10.63","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_crossborder","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","1","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_crossborder","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","0.33","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_the_same_community","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","211","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_the_same_community","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","70.1","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_another_community_in_this_sub_district","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","7","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_another_community_in_this_sub_district","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","5.74","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","23","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","18.85","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_another_sub_district_in_this_district","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","1","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_another_sub_district_in_this_district","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","0.82","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_the_same_community","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","91","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"From_the_same_community","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","74.59","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","115","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","38.21","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","105","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","34.88","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","62","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","20.6","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"more_than_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","19","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"more_than_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","6.31","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","38","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","31.15","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","41","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","33.61","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","26","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","21.31","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"more_than_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","17","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"more_than_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","13.93","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Border_crossings_closed","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","14","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Border_crossings_closed","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","3.41","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Damaged_roads_infrastructure","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","2","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Damaged_roads_infrastructure","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","0.49","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"No_issues","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","270","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"No_issues","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","65.85","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Price_inflation_cant_afford_restocking_etc","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","122","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Price_inflation_cant_afford_restocking_etc","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","29.76","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Road_closures_to_from_community","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","2","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Road_closures_to_from_community","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","0.49","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Supplier_trader_out_of_stock","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","3","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Supplier_trader_out_of_stock","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","0.73","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Supply_cannot_meet_demand_fast_enough","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","31","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Supply_cannot_meet_demand_fast_enough","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","7.56","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"At_my_home","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","2","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"At_my_home","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","0.49","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"At_my_shop","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","266","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"At_my_shop","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","64.88","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"In_a_shared_warehouse_with_other_traders","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","3","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"In_a_shared_warehouse_with_other_traders","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","0.73","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"In_a_warehouse_that_I_own","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","90","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"In_a_warehouse_that_I_own","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","21.95","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"In_a_warehouse_that_I_rent","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","49","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"In_a_warehouse_that_I_rent","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","11.95","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Contamination_of_products_by_rodents_pests_insects_mold_etc","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","counts","1","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Contamination_of_products_by_rodents_pests_insects_mold_etc","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","percentage","0.24","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Frequently_interrupted_electricity","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","counts","3","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Frequently_interrupted_electricity","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","percentage","0.73","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Heat_wave","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","counts","54","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Heat_wave","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","percentage","13.17","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Increasing_rent_prices","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","counts","69","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Increasing_rent_prices","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","percentage","16.83","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Lack_of_refrigerators","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","counts","42","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Lack_of_refrigerators","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","percentage","10.24","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Limited_storage_space","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","counts","68","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Limited_storage_space","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","percentage","16.59","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"None","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","counts","283","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"None","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","percentage","69.02","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Theft","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","counts","6","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"Theft","Q8_10_Did_you_face_any_issues_keeping_stocks_in_the_past_6_months","percentage","1.46","Supply chain conditions and barriers","Overall","RQ4","count and percentage"
"yes","Q2_4_Does_this_market_have_at_least_2_wholesalers","counts","410","Market selection","Overall","RQ4","count and percentage"
"yes","Q2_4_Does_this_market_have_at_least_2_wholesalers","percentage","100","Market selection","Overall","RQ4","count and percentage"
"yes","Q2_6_Is_this_a_permanent_shop","counts","410","Shop selection","Overall","RQ4","count and percentage"
"yes","Q2_6_Is_this_a_permanent_shop","percentage","100","Shop selection","Overall","RQ4","count and percentage"
"yes","Q2_12_Do_you_have_a_store_place_to_stock_your_goods","counts","410","Shop selection","Overall","RQ4","count and percentage"
"yes","Q2_12_Do_you_have_a_store_place_to_stock_your_goods","percentage","100","Shop selection","Overall","RQ4","count and percentage"
"Daily","Q5_11_How_often_do_you_change_your_prices","counts","144","Shop selection","Overall","RQ4","count and percentage"
"Daily","Q5_11_How_often_do_you_change_your_prices","percentage","35.12","Shop selection","Overall","RQ4","count and percentage"
"More_than_once_in_a_week","Q5_11_How_often_do_you_change_your_prices","counts","95","Shop selection","Overall","RQ4","count and percentage"
"More_than_once_in_a_week","Q5_11_How_often_do_you_change_your_prices","percentage","23.17","Shop selection","Overall","RQ4","count and percentage"
"Once_every_2_weeks","Q5_11_How_often_do_you_change_your_prices","counts","43","Shop selection","Overall","RQ4","count and percentage"
"Once_every_2_weeks","Q5_11_How_often_do_you_change_your_prices","percentage","10.49","Shop selection","Overall","RQ4","count and percentage"
"Once_per_month","Q5_11_How_often_do_you_change_your_prices","counts","22","Shop selection","Overall","RQ4","count and percentage"
"Once_per_month","Q5_11_How_often_do_you_change_your_prices","percentage","5.37","Shop selection","Overall","RQ4","count and percentage"
"Once_per_week","Q5_11_How_often_do_you_change_your_prices","counts","106","Shop selection","Overall","RQ4","count and percentage"
"Once_per_week","Q5_11_How_often_do_you_change_your_prices","percentage","25.85","Shop selection","Overall","RQ4","count and percentage"
"Price_inflation","Q5_11_3_Why_are_you_changing_the_prices","counts","335","Shop selection","Overall","RQ4","count and percentage"
"Price_inflation","Q5_11_3_Why_are_you_changing_the_prices","percentage","81.71","Shop selection","Overall","RQ4","count and percentage"
"Prices_are_set_by_the_suppliers","Q5_11_3_Why_are_you_changing_the_prices","counts","147","Shop selection","Overall","RQ4","count and percentage"
"Prices_are_set_by_the_suppliers","Q5_11_3_Why_are_you_changing_the_prices","percentage","35.85","Shop selection","Overall","RQ4","count and percentage"
"Shifts_in_market_demand","Q5_11_3_Why_are_you_changing_the_prices","counts","59","Shop selection","Overall","RQ4","count and percentage"
"Shifts_in_market_demand","Q5_11_3_Why_are_you_changing_the_prices","percentage","14.39","Shop selection","Overall","RQ4","count and percentage"
"Shifts_in_market_supply","Q5_11_3_Why_are_you_changing_the_prices","counts","89","Shop selection","Overall","RQ4","count and percentage"
"Shifts_in_market_supply","Q5_11_3_Why_are_you_changing_the_prices","percentage","21.71","Shop selection","Overall","RQ4","count and percentage"
"Barter","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","4","Shop selection","Overall","RQ4","count and percentage"
"Barter","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","0.98","Shop selection","Overall","RQ4","count and percentage"
"Cash","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","402","Shop selection","Overall","RQ4","count and percentage"
"Cash","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","98.05","Shop selection","Overall","RQ4","count and percentage"
"Credit","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","104","Shop selection","Overall","RQ4","count and percentage"
